Titulo,Reclamação,Status,Data,Localidade
"Fiz recarga de R$20,00 e ainda não recebi os créditos"," Fiz uma recarga ontem pela manhã de R$20,00 e até agora não recebi os créditos. Demorando mais de um dia para receber ... ",Não respondida,15/11/2019, Medianeira 
Chip duplicado," Minha linha foi duplicada e desde o dia 10/11 estou recebendo ligações de cliente de uma pizzaria, no mesmo dia fiz a ... ",Não respondida,15/11/2019, São Paulo 
MUDARAM MEU PLANO SEM AUTORIZAÇÃO," Simplesmente trocaram meu plano, pegaram meu saldo de celular sem qualquer autorização minha. Essa empresa é um vergon... ",Não respondida,15/11/2019, São João del Rei 
Cobrança indevida e falta de respeito dos atendentes," Meu plano pré pago expirou e recebi a proposta de continuar com o mesmo o que recusei, liguei na Central da Tim e mude... ",Não respondida,15/11/2019, São Paulo 
Cancelamento de Linha," Possuo conta bancárias cadastradas em meu número, contatos e dados em sites e contas em geral, como serviços e etc. Nã... ",Não respondida,15/11/2019, Conceição dos Ouros 
Creditos nao apareceram no celular, Fiz uma recarga de R$60 para manter meu plano TIM BETA funcionando como de costume pagando pelo PicPay com cartão de c... ,Não respondida,15/11/2019, Curitiba 
TIM Deezer," Motivado pelos serviços oferecidos no Pós-Pago, dentre eles o acesso ao Deezer, realizei portabilidade para a TIM. Oco... ",Não respondida,15/11/2019, Brasília 
Sinal Ruim," O Sinal da operadora Tim, está muito ruim, são varias pessoas que tem celular desta operadora, e o sinal é muito ruim ... ",Não respondida,15/11/2019, Salvador 
muitas ligacoes oferecendo planos," sempre que recarrego meu pre pago pelo cartao de credito, passam o mes todo me ligando e oferecendo planos controle ou... ",Não respondida,15/11/2019, Caucaia 
Sem acesso as contas para pagamento.," Sou cobrado periodicamente pela Tim, há alguns dias cheguei a perder o sinal do celular, tive que fazer uma ligação de... ",Não respondida,15/11/2019, São Paulo 
Adesão de pacote e planos promocionais sem autorização," Bom dia! No dia 13/11/19 tinha o valor de recarga em torno de nove reais, no dia 14/11/19 ao tentar fazer uma li... ",Não respondida,15/11/2019, Paraíba do Sul 
Manutenção sem sinalização," Na data do dia 14/11/2019 um dos prestadores de serviço da Tim live estava fazendo manutenção na rua Santa Etelvina , ... ",Não respondida,15/11/2019, São Paulo 
Pacote, A Tim está me descontando um pacote que eu não contratei .Tim pré top.acabo de coloca crédito já desconta um.pacote qu... ,Não respondida,15/11/2019, Carapicuíba 
Tim consumo de crédito," Bom dia, toda vez que vou renovar meu plano de R$55 do Tim beta, mesmo eu já tenho em conta crédito sempre consome meu... ",Não respondida,15/11/2019, João Monlevade 
Recebo ligação direto!!, Recebo muitas ligações oferecendo plano em qual quer horário e me prejudica muito por estar fazendo algo importante. ,Não respondida,15/11/2019, Olinda 
Suspeita de [Editado pelo Reclame Aqui]s," Depois de alguns anos, sem a inserção de créditos"," porém, estando a conta telefônica, sob o número (11)95463-3147 ativ... ",Nãorespondida,15/11/2019
Recarga não foi creditada," Realizei uma recarga de R$ 60,00 no dia 14/11 as 7h32 da manhã via aplicativo PICPAY e até o momento o crédito não apa... ",Não respondida,15/11/2019, Curitiba 
Paguei meu plano mas a franquia de internet não foi liberada," Realizei o pagamento do meu plano na data de ontem mas o mesmo não liberou a franquia de internet, mesmo mostrando me ... ",Não respondida,15/11/2019, Santa Tereza do Oeste 
VALOR COBRADO A MAIOR SHOPPING MOOCA SP- FUNCIONÁRIA MAL CARATER," Bom dia, mais uma vez faço uma reclamação da TIM, fui no shopping mooca e a atendente por nome Amalia que por sinal at... ",Não respondida,15/11/2019, São Paulo 
Taxas de serviços que não pedi na fatura, Estou cansada de reclamar e não ter solução contratei um palmo de 49.90 nas duas linhas que tenho so que esse já é o s... ,Não respondida,15/11/2019, Barretos 
"Coloco crédito e quase não uso internet,e nem ligo para ninguém qdo uso internet e pelo modem fixo de casa que e da vivo,mais qdo vou ver meus créditos some ligo para reclamar eles fala que fiz planos sendo que não quero plano nenhum"," Estou decepcionada com essa operadora  tim que some com os créditos e vc nem sabe comoNunca pedi plano nenhum, g... ",Não respondida,15/11/2019, Arujá 
Não consigo recuperar a senha do Tim Beta," Não consigo recuperar a senha o Tim Beta, acessei a senha, já tentei recuperar a senha no sate mais o email não chega.... ",Não respondida,15/11/2019, Goiânia 
TIM PRE PAGO HABILITADO EM NOME DE OUTRA PESSOA - RECARGA, No dia 14/11/2019 habilitei um chip da TIM pré (22) 98**-**20 em meu nome e CPF. Logo após a confirmação de ativação d... ,Não respondida,15/11/2019, Nova Friburgo 
Cobrança indevida recorrente," Bom dia, sou cliente da tim a quase 10 anos e por esse motivo eu tenho um desconto de relacionamento de 25% que é apli... ",Não respondida,15/11/2019, Rio de Janeiro 
Cobrança que nao existe, Bom dia no mês de outubro liguei na Tim onde estava devendo 2 contas em atraso pois queria cancelar minha linha telefô... ,Não respondida,15/11/2019, Carapicuíba 
Sinal fraco e oscilando," Há quase dois meses o sinal da TIM em SP está horrível. Sinal fraco, fica oscilando não carrega sequer uma página no n... ",Não respondida,15/11/2019, Santo André 
Descontos," Fiz uma recarga no valor de 20 reais e foi descontado 4,20 referente ao credito especial e mais 10 do meu plano entao ... ",Não respondida,15/11/2019, Campinas 
TIM BETA EXPIRADO MAS CPF VINCULADO," Possuía a muito tempo um numero beta que ja foi expirado, porém minha conta do facebook ainda esta vinculada constando... ",Não respondida,15/11/2019, Ilhabela 
"COBRANÇA INDEVIDA SEM RESSARCIMENTO, APESAR DA EMPRESA JÁ TER CIÊNCIA DO ERRO", Pela segunda vez venho reclamar desta empresa que promete e não cumpre. O erro já foi identificado na primeira reclama... ,Não respondida,29/10/2019, Saquarema 
Quero meu nome fora da serasa," Eu tinha uma dívida com a empresa oi e no dia 17 de outubro de 2019, pague essa divida,mas meu nome continua sujo e na... ",Não respondida,29/10/2019, Japeri 
recarga que evapora, Estou com um plano pré-pago da OI onde sou obrigada a fazer recarga todo o mês gastando ou não. O mais interessante é ... ,Não respondida,29/10/2019, Juiz de Fora 
Contestação de cobranças, Boa tardeDesde já agradeço a oportunidade do espaço para poder relatar minha indignação com relação aos serviços... ,Não respondida,29/10/2019, Ribeirão das Neves 
Cobrado duas vezes o pedido de crédito a mais na minha fatura e descaso ao pedir ajuda ao SAC," Fiz um pedido de recarga de meus crédito de 35 reais , e foi feito 35  há mais do que queria , ao ligar falaram que er... ",Não respondida,29/10/2019, Carapicuíba 
RECARGA NÃO SOLICITADA, Eu tentei realizar uma recarga no qual apresentou a mensagem na tela transação indisponível e  não recebi a confirmaçã... ,Não respondida,29/10/2019, Salvador 
( internet ) ruim e sem solução do problema.," Possuo um plano em 3 linhas pela Oi, na qual a qualidade da internet é péssima, já liguei várias vezes na operadora, j... ",Não respondida,29/10/2019, Carapicuíba 
Insatisfeito com a cobertura," Pois bem a 6 meses sou cliente oi móvel conta pós pago , no meu plano ganho 50g porém vive sem rede , e sem sinal , só... ",Não respondida,29/10/2019, Alvorada 
Alteração de plano sem autorização., Foi alterado o tipo de plano sem autorização. Tenho o plano oi controle e dia 10/10/19 foi alterado para p... ,Não respondida,29/10/2019, Rio Verde 
Não consigo transferir vó telefone fixo pois estão inventando contas em atraso, Fui tranferir meu telefone fixo e não consigo pois apareceu contas de 2007. Mesmo não reconhecendo os débitos solicite... ,Não respondida,29/10/2019, Salvador 
Contestação de cobranças, Boa tardeDesde já agradeço a oportunidade do espaço para poder relatar minha indignação com relação aos serviços... ,Não respondida,29/10/2019, Ribeirão das Neves 
Cobrado duas vezes o pedido de crédito a mais na minha fatura e descaso ao pedir ajuda ao SAC," Fiz um pedido de recarga de meus crédito de 35 reais , e foi feito 35  há mais do que queria , ao ligar falaram que er... ",Não respondida,29/10/2019, Carapicuíba 
RECARGA NÃO SOLICITADA, Eu tentei realizar uma recarga no qual apresentou a mensagem na tela transação indisponível e  não recebi a confirmaçã... ,Não respondida,29/10/2019, Salvador 
( internet ) ruim e sem solução do problema.," Possuo um plano em 3 linhas pela Oi, na qual a qualidade da internet é péssima, já liguei várias vezes na operadora, j... ",Não respondida,29/10/2019, Carapicuíba 
Insatisfeito com a cobertura," Pois bem a 6 meses sou cliente oi móvel conta pós pago , no meu plano ganho 50g porém vive sem rede , e sem sinal , só... ",Não respondida,29/10/2019, Alvorada 
Alteração de plano sem autorização., Foi alterado o tipo de plano sem autorização. Tenho o plano oi controle e dia 10/10/19 foi alterado para p... ,Não respondida,29/10/2019, Rio Verde 
Não consigo transferir vó telefone fixo pois estão inventando contas em atraso, Fui tranferir meu telefone fixo e não consigo pois apareceu contas de 2007. Mesmo não reconhecendo os débitos solicite... ,Não respondida,29/10/2019, Salvador 
Cobrança indevida e total despreparo dos atendentes," Fiz um combo com a operadora Oi, contratei tv por assinatura, canal premier, telefone fixo e internet, o telefone fixo... ",Não respondida,29/10/2019, Belo Horizonte 
"*144 da Oi não deixa falar com atendente, impossível cadastrar número!!!"," Comprei um chip da Oi (ddd 47), mas não veio o número marcado no chip, então liguei no *144 e só pediu o cpf. Digitei ... ",Não respondida,29/10/2019, São Paulo 
Saldo retirado indevidamente, Venho aqui demonstrar minha insatisfação com a empresa oi. Tenho um plano pré  pago que vc coloca 25 reias e fica por ... ,Não respondida,29/10/2019, Porto do Mangue 
ola paguei minha conta  meu nome ainda nao saiu do serasa ja faz 23 dias!! como podem me ajudar meu imal jhonatanspc@hotmai.com, ola paguei minha conta  meu nome ainda nao saiu do serasa ja faz 23 dias!! como podem me ajudar meu imail  jhonatanspc... ,Não respondida,29/10/2019, Paranaguá 
Cobrança por contrato que não fiz, Recebi ligação ontem de cobrança de um contrato feito em meu CPF porém não f8z nenhum contrato com a oi. Entrei com re... ,Não respondida,29/10/2019, São Paulo 
cobranca de indevida porque mudei data de vencimento," venho atraves desta reclamar do pessimo serviço da oi, minha fatura era todo dia 14, em julho mudei para o dia 29, min... ",Não respondida,29/10/2019, Rio Verde 
Mudanças de plano indevido, Faz 3 meses que reclamo que a conta de telefone está errada pq eu pedi para mudar a data de vencimento da minha conta ... ,Não respondida,29/10/2019, São Paulo 
Boletos para quitação de dividas, 3 semanas Eu Liguei para Mim Pagar Os Boletos Falaram que 24 horas Estaria no meu email Porém já Faz 3 semanas E Nada ... ,Não respondida,29/10/2019, Parauapebas 
Negativação indevida no Serasa," Há dois descobrir que a oi negativou meu nome com duas contas desconhecidas de 2013, me prejudicando no financiamento ... ",Não respondida,29/10/2019, Belford Roxo 
nome no serasa, tinha duas contas atrasadas com a empresa oi foi negociada pelo serasa limpa nome com vencimento para o dia 03/11/2019... ,Não respondida,29/10/2019, Hortolândia 
portabilidade diariamente reagendada, [29/10 18:38] Iguatemi Prime: Solicitei a portabilidade da operadora Oi para operadora Vivo no dia 19 de outubro porém... ,Não respondida,29/10/2019, São Paulo 
Dívida na Oi serasa," Olá, quero um retorno da empresa Oi que sujou o nome por uma divida de 2018/dezembro e não me envia o boleto e nao tir... ",Não respondida,29/10/2019, Fortaleza 
Telefone mudo , Minha mãe tem 78 anos e está com o telefone mudo desde o dia 20 de outubro após uma queda em um poste  em sua rua . Nã... ,Não respondida,29/10/2019, Rio de Janeiro 
Cobrança por serviço que não contratei," Desde julho estou recebendo ligações da operadora oi. Estão me cobrando contas em aberto. EU NUNCA ABRI CONTA NA OI, n... ",Não respondida,29/10/2019, Curitiba 
Renegociar," Estou tentando renegociar minha dívida porém não consigo. Ligo para central, a central diz que a dívida não está mais ... ",Não respondida,29/10/2019, Criciúma 
SEM SERVIÇO," Estou a cerca de 30 dias sem os serviços da Oi fixo e internet, liguei informando da situação e me disseram que meu CO... ",Não respondida,29/10/2019, Porto Velho 
Quero ver a Record do rj sou do Rio não de São Paulo," Moro no Rio de janeiro e a Record só passa a programação de São Paulo,sendo que no meu vizinho passa a programação daq... ",Não respondida,29/10/2019, Rio de Janeiro 
Negativação Indevida," DÍVIDA NA PRESTADORA FOI PAGA NO DIA 06/08/2019, FORAM ENVIADOSCOMPROVANTES DE PAGAMENTOS MAS ATÉ O MOMENTO A PR... ",Não respondida,29/10/2019, Brasília 
Divida antiga no serasa, Efetuei o pagamento do contrato 35577058 no dia 21/10/2019 e meu nome continua no serasa. Gostaria de resolver. obg. ,Não respondida,29/10/2019, São Paulo 
A oi não cancelou a linha e continua chegando cobrança, Em 17 de julho recebi uma ligaçao de um senhor o qual disse q se chamava VINICIUS e ofereceu um.plano melhor do q o q ... ,Não respondida,29/10/2019, Jaboatão dos Guararapes 
Linha de celular inexistente," A alguns meses a atendente da operadora OI, ligou para meu sócio ( Laércio de Andrade) e informou que estaria enviando... ",Não respondida,29/10/2019, Belo Horizonte 
PRESTADOR OMITIU INFORMAÇÕES E VENDEU PLANO INCORRETO, NO DIA 21/10/2019 ME LIGOU O OPERADOR DA OI FALANDO QUE IRIA MUDAR MEU PLANO PARA O 4.5G E UMA INTERNET ILIMITADA COM ... ,Não respondida,29/10/2019, São Paulo 
NEGATIVAÇÃO INDEVIDA," REALIZEI UMA NEGOCIAÇÃO COM A EMPRESA OI S/A COM O FITO DE ""LIMPAR MEU NOME"", OU SEJA, SAIR DO CADASTRO DE I... ",Não respondida,29/10/2019, Feira de Santana 
Me venderam outro produto e trabalhoso de resolver, Há quase 1 mês uma vendedora da Oi Fibra bateu na porta da minha casa oferencendo seus pacotes para todos os moradores... ,Não respondida,29/10/2019, Rio de Janeiro 
OI pior serviço de telefonia que existe," Queria deixar registrada mais uma vez minha insatisfação com a OI.Resumo: Sou cliente oi total, todas as contas ... ",Não respondida,29/10/2019, Rio de Janeiro 
Assinatura de pacote não aitorizado, Ja reclamei por varias vezes e nada foi feito. A operadora oi fica cobrando pacotes de serviços que eu siquer autorize... ,Não respondida,29/10/2019, Camaragibe 
Sem sinal," Nunca tive problemas com a oi quanto a sinal, mas de um mes pra ca fica sem serviço toda hora, e não voltam, ligo na c... ",Não respondida,29/10/2019, São Paulo 
Oi sem sinal de internet a mais de 48 horas," ola, estou desde domingo cedo antes das 7 da manha ate o presente momento 29/10/19 as 16:10 hs sem sinal de internet, ... ",Não respondida,29/10/2019, Ponta Grossa 
Cancelado por culpa da oi," Boa tarde! Antes de pedir cancelamento da assinatura dos canais fechados da Oi tv, tivemos um contratempo fiz duplo pa... ",Não respondida,29/10/2019, São Mateus do Maranhão 
Cobrança maior que o contratado," Em maio deste ano adiquiri, após receber oferta, o OI Fibra TOP no valor de 269,90/mês no débito em conta com portabil... ",Não respondida,29/10/2019, Salvador 
Sem resposta, Contratei combo pela internet dia 26/10/19. A operadora me ligou agendando instalação pra hj 29/10/19 horário comercia... ,Não respondida,29/10/2019, Rio de Janeiro 
Estou com nome spc e não devo nada na oi, Tenho uma dívida constando no Serasa da empresa Oi porém desconheço pois nunca tive conta nenhuma da Oi.Liguei lá e nã... ,Não respondida,29/10/2019, São Paulo 
Cobrança indevida!, Em 2011 adquiri o oi móvel portátil para computador e notebook.Aí acabei deixando de pagar por motivos financeir... ,Não respondida,29/10/2019, Ponta Grossa 
Não consigo formalizar celamento com a empresa Oi," Através deste canal venho registrar uma reclamação da empresa de telefonia fixa /banda larga/móvel , OI/telemar.... ",Não respondida,30/10/2019, Belo Horizonte 
Conta da oi sempre vem cobrando mas todo mês," - fiz um pré controle com a oi de $.69 por mês, mas todo mês vem cobrando $.112,98 eu tenho que esperar um 20 dias com... ",Não respondida,30/10/2019, Osasco 
Spc Serasa.," Efetuei um pagamento  a mais de 5 dias, e ate o momento  não retiraram a restrição do spc serasa.O pagamento  fo... ",Não respondida,30/10/2019, Porto Alegre 
Insatisfação pela empresa oi, Há três meses tenho entrado encontato com a oi pra que haja um estorno por um plano de internet que está sendo descont... ,Não respondida,30/10/2019, Hortolândia 
Totalmente insatisfeito," Boa noite,troquei meu plano da oi,para outro plano a bando que ia melhorar a condição do sinal,mais continua a mesma c... ",Não respondida,30/10/2019, Rio de Janeiro 
Oi cobrança indevida nome no spc," Cancelei a lazarenta da oi, não tinha fidelidade nenhuma mesmo assim veio 2 cobranças1 eu entendo a de R$ 23,16<... ",Não respondida,30/10/2019, Campinas 
Empresa OI," A oi me enviou uma mensagem dizendo que se eu recarregar 10,00 eu vou ganhar 1GB de Internet e minutos ilimitados dura... ",Não respondida,30/10/2019, Maracanaú 
Colocou meu nome no serasa e agora nao tira, No dia 18 fui consultar o meu score no serasa e quando vi que a empresa OI tinha negativado meu nome alegando eu... ,Não respondida,30/10/2019, Rincão 
Cobrando serviço que pedi cancelamento," Assinei a HBO pelo aplicativo Oi em abril para assistir GOT, usei a assinatura 2 meses somente, as cobranças vieram no... ",Não respondida,30/10/2019, Sobradinho 
Troca de plano não consentida," Sou cliente do plano pré pago novo Oi livre. A oferta diz que ao colocarmos $10 em créditos, teremos 100 minutos para ... ",Não respondida,30/10/2019, Sete Lagoas 
Oi cobrança indevida nome no spc," Cancelei a lazarenta da oi, não tinha fidelidade nenhuma mesmo assim veio 2 cobranças1 eu entendo a de R$ 23,16<... ",Não respondida,30/10/2019, Campinas 
Empresa OI," A oi me enviou uma mensagem dizendo que se eu recarregar 10,00 eu vou ganhar 1GB de Internet e minutos ilimitados dura... ",Não respondida,30/10/2019, Maracanaú 
Colocou meu nome no serasa e agora nao tira, No dia 18 fui consultar o meu score no serasa e quando vi que a empresa OI tinha negativado meu nome alegando eu... ,Não respondida,30/10/2019, Rincão 
Cobrando serviço que pedi cancelamento," Assinei a HBO pelo aplicativo Oi em abril para assistir GOT, usei a assinatura 2 meses somente, as cobranças vieram no... ",Não respondida,30/10/2019, Sobradinho 
Troca de plano não consentida," Sou cliente do plano pré pago novo Oi livre. A oferta diz que ao colocarmos $10 em créditos, teremos 100 minutos para ... ",Não respondida,30/10/2019, Sete Lagoas 
Não consigo cancelar," estou a 7 dias tentando fazer o cancelamento do meu telefone fixo e não consigo, ficamos tempos e tempos ouvindo opçõe... ",Não respondida,30/10/2019, Brasília 
Atendente cadastrou o plano errado, Fiz a portabilidade para oi e quando realizei a ligação para cadastrar o plano e colocar os dados do cartão de crédito... ,Não respondida,30/10/2019, São Paulo 
Cobrança indevida," Faz vários meses que a OI me liga diariamente com um numero Fortaleza CE e com um numero de Rio de Janeiro, me ligam d... ",Não respondida,30/10/2019, Quarto Centenário 
Empresa não envia a conta. , Estou em busca das contas de telefone que nao ficaram disponíveis. Não chegaram na minha residência. A carta extrajudi... ,Não respondida,30/10/2019, Divinópolis 
Oi É A PIOR EMPRESA DE TELEFONIA DO MERCADO," Recebi a famosa ligação da empresa oi, me prometendo um plano com custo de 120,00, no qual eu poderia ter um dependent... ",Não respondida,30/10/2019, Belém 
Insistencia descabida, A mais de um mês a OI vem insistindo diariamente por meio de ligação telefônica para mudar o meu sistema de telefone f... ,Não respondida,30/10/2019, Rio de Janeiro 
ME SINTO PREJUDICADA, BOA TARDE!FAZ UMA SEMANA QUE ESTOU TENTANDO CANCELAR MEU PLANO E NAO CONSIGO. INDIGNADA COM ESSA SITUAÇÃO ,Não respondida,30/10/2019, Campinas 
Vendedora me passou um valor e cobrou outro na fatura," A vendedora me passou valor de 79,99 fixo na fatura, sendo que primeiro vez viria 119,90 por conta da instalação, no p... ",Não respondida,30/10/2019, Belo Horizonte 
SOLICITAÇÃO DE INSTALAÇÃO DE ANTENA DE REDE TELEFÔNICA NA REGIÃO," A comunidade de Cachoeirinha e demais regiões vizinhas localizada no município de Maragogipe-BA, realizou uma abaixo a... ",Não respondida,30/10/2019, Maragogipe 
Oi altera o valor do contrato vigente," No dia 03/10 efetuei a seguinte reclamação no reclameaqui:Prezados,Venho através deste, inform... ",Não respondida,30/10/2019, Macaé 
cobrança indevida," QUERO SABER PORQUE O VALOR DO PLANO ESTA MUITO CARO, POIS FIZ UM OPLANO NO VALOR DE 29,99 E HOJE CHERGOU A FATURA PARA... ",Não respondida,30/10/2019, Belo Horizonte 
Pedi o cancelamento mas continuou cobrando," Fiz um plano na Oi, me falaram que o sinal era 100%. Fiquei insatisfeita com o sinal pedi o cancelamento porem as cobr... ",Não respondida,30/10/2019, São Paulo 
Plano não ativado, Tenho uma amiga que é deficiente auditiva ela me pediu pra mim ligar na oi e fazer um plano pra ela tudo bem liguei no... ,Não respondida,30/10/2019, Mogi das Cruzes 
mensagem automática Mundooo Oi, TODOS os dias no meu número uma mensagem automática pedindo pra eu contratar serviços  com a opção Cancelar ou Ok... o... ,Não respondida,30/10/2019, Marília 
Desativação de linha, Reativação de plano sem minha autorização. ,Não respondida,30/10/2019, Santa Rita 
Desativação de linha, Reativação de plano sem minha autorização. ,Não respondida,30/10/2019, Santa Rita 
Cobrança indevida de serviços., A Oi fez uma cobrança indevida dos meus créditos.Minha oferta é de 15 reais para 30 dias de minutos ilimitados.<... ,Não respondida,30/10/2019, Curitiba 
[Editado pelo Reclame Aqui] na recarga no mesmo mes.," Efetuei uma recarga em 13/08/2019 no valor R$14,00 referente a plano pre com termino em 16/09/19 edepois efetuei em 28... ",Não respondida,30/10/2019, Indaiatuba 
Valor errado do meu plano do meu oi fixo," boa tarde, a oi ta me cobrando valor errado do meu plano do oi fixo, eu já reclamei e nada deles baixar ele são tão ab... ",Não respondida,30/10/2019, Nova Iguaçu 
Paguei o débito há quase um ano e continuo no serasa," Já paguei essa conta, comuniquei a OI e ela ainda não retirou meu nome do serasa ",Não respondida,30/10/2019, São Luís 
Portabilidade não atendida," Contratei serviço de internet , fixo e móvel , com portabilidade, e nenhuma delas me foram atendidas , tentei cancelar... ",Não respondida,30/10/2019, Lagoa Santa 
cobrança indevida," A OI ME LIGOU OFERECENDO PACOTE DE INTERNET POR 69,90 E QUE SE EU NÃO ESTIVESSE SATISFEITO QUE EM 45 DIAS ERA SO LIGAR... ",Não respondida,30/10/2019, Andradas 
nome no spc, a empresa mantém meu nome no spc apesar de verificar que o mesmo é indevido ,Não respondida,30/10/2019, Jataí 
falta de instalaçao," boa tarde,contratei um pacote de fico e internet para belo Horizonte e Lafaiete. e fiz o agendamento para instal... ",Não respondida,30/10/2019, Juatuba 
Oferta Caluniosa," Ate alguns dias atrás meu plano era Oi Total  tv, internet e fixo , meu custo mensal 220,00, recebi uma ligação da Oi ... ",Não respondida,30/10/2019, Novo Hamburgo 
Invocando," Bom dia!Fiz a portabilidade da Oi pra Claro onde obtive mais vantagens , a Oi mim colocou no Serasa como pode se... ",Não respondida,01/11/2019, Moreno 
Contratei um plano e me ofertaram outro.," No mês 06 de 2019, entrei no site da ""OI"" para pesquisar os planos ofertados pela empresa, após a escolha, c... ",Não respondida,01/11/2019, Brasília 
OI CANCELA PLANO SEM FIDELIZAÇÃO SEM SOLICITAÇÃO DO CLIENTE E INCLUI EM NOVOS PLANOS E COBRA MULTA ABUSIVA PARA CANCELAREM AUTORIZAÇÃO, Desde 2013 até JUNHO 2019 eu era assinante de um plano OI CONTA TOTAL SEM FIDELIZAÇÃO pelo qual pagava aproximadamente... ,Não respondida,01/11/2019, Rio de Janeiro 
Quero meus bônus, Um vendedor me indicou  mudar para o plano da oi mais me arrependi  agora quero meus bônus  de volta ,Não respondida,01/11/2019, Jaraguá 
Cancelamento indevido, Infelizmente a operadora Oi cancelou meu número sem meu consentimentoAlegando estar em outro CPF e ser um pós pa... ,Não respondida,01/11/2019, Goiânia 
Bom dia já tem mais de 90 dias que venho tentando fazer um transferência de titularidade com a oi a mesma não vem tratando o cliente com dignidade pois eles nunca responde e quando responde avisa que falta documento pelo que Verifiquei eles espera vencer , Reclamação sobre oi móvel ,Não respondida,01/11/2019, Barreiras 
Recarga danificada," Na madrugada de ontem.dia 31/10/19 ás 01:05hr, fiz uma recarga de 15 reais e ate agora (01/11/19 , 09:16) nao caiu no ... ",Não respondida,01/11/2019, Florianópolis 
Valor da assinatura - me enganaram," Bom, contratei ano passado a Oi fixo com internet. Até então ok. Esse ano me ligaram oferecendo o combo oi fixo, inter... ",Não respondida,01/11/2019, Luziânia 
Portabilidade, No dia 21/10 cancelei meu plano pós pago com a Vivo. Dia 23/10 fui até a loja da Oi para fazer minha portabilidade. Pa... ,Não respondida,01/11/2019, Itaperuna 
Cancelamento por óbito, Entrei em contato com a central da oi para solicitar o cancelamento da linha da minha avó no domingo e me informaram q... ,Não respondida,01/11/2019, São Paulo 
Plano de telefone," Bom dia ,a mais de um mês estou tentando falar com a operadora pois tenho um plano e eles estão cobrando por mensagens... ",Não respondida,01/11/2019, Contagem 
Plano controle não efetuado péssimo atendimento, No dia 30/10 Eu liguei para cancelar o meu plano controle a atendente mal educada levou exatamente 20 minutos e 58 seg... ,Não respondida,01/11/2019, São Paulo 
Cobrança indevida, Já tá com bem um ano q Véio falando pra oi q pare de botar mensagem de música  notícia e muito mais pra mim pq todo ve... ,Não respondida,01/11/2019, Fortaleza 
Cancelamento plano feito no site, Bom dia Fiz uma plano no site do telefone 3185705680 de 35.90 gostaria de solicitar o cancelamento e os bônus de... ,Não respondida,01/11/2019, Belo Horizonte 
Cobrança indevida," Fui pesquisar meu nome no serasa mim deparei com uma divida que nunca realizei, a oi ta mim cobrando 16,00 de um plano... ",Não respondida,01/11/2019, Salvador 
Cobrança de uma conta da Oi que não tenho.," Fui consultar meu score no Serasa consumidor, e lá ta constando que tenho uma conta na Oi (Oi conta 50) e que tenho du... ",Não respondida,01/11/2019, Jaboatão dos Guararapes 
Oi suja, Eu fiz pré pago e me botaram um pós pago nunca me cobraram eu fui fazer um cadastro e passei vergonha faz um ano que t... ,Não respondida,31/10/2019, Pelotas 
Cobrança indevida," Fiz a solicitação de uma instalação de oi fixo e internet, porém chegado o tempo previsto para instalação ninguém apar... ",Não respondida,31/10/2019, Fortaleza 
não troquem a velox pela fibra ótica," Aqui na região de Manaus fiz a besteira trocar a velox pela fibra óptica.Na a primeira semana funcionou bem, dep... ",Não respondida,31/10/2019, Manaus 
Cancelamento da minha linha," Prezados (as)Venho aqui expressar minha indignação contra a empresa OI ceara, onde em junho sofri um acide... ",Não respondida,31/10/2019, Aquiraz 
conta cancelada e cobrança," Realizei o cancelamento de um chip da OI na data de 08/06/2019, havia uma conta em contestação a época e a atendente m... ",Não respondida,31/10/2019, Rio de Janeiro 
Me ofereceram um plano e me cobram a mais," Boa noite, no dia 29/07/2019 me ligaram da Oi me oferecendo um plano de OI TOTAL CONECTADO, Nome da Atendente Ana Alme... ",Não respondida,31/10/2019, São Luís 
Paguei a conta e bloquearam meu número dizendo que não foi paga, Realizei o pagamento da fatura do mês de setembro na data certa de vencimento da fatura. E próximo a chegar a fatura d... ,Não respondida,31/10/2019, Curitiba 
Fui enganado," Em 13.08.2019 Recebi uma ligação da Srta. Bruma, Matricula 729545- que me passou o numero de Protocolo 2019 160 545 13... ",Não respondida,31/10/2019, Rio de Janeiro 
Valores contratados diferentes dos cobrados na fatura," Meu nome é Flaviana de Araujo e meu telefone de contato é 037 -3213 32 74 e 037 - 988013334, ocorre que negociei uma a... ",Não respondida,31/10/2019, Abadia dos Dourados 
Cobrança indevida," Recebi uma reclamação informando que se eu nao realizasse o pagamento o meu nome iria para SPC, cobrança indevida, não... ",Não respondida,31/10/2019, Rio de Janeiro 
Oi acorda, Troquei a operadora claro pela oi pois o vendedor no ato da venda disse que ela era o melhor em sinal e internet me pr... ,Não respondida,31/10/2019, Várzea Grande 
Troquei o chip não funciona. , Troquei o chip pelo fato do meu  0  what ter Cido clonado .  Pois fui orientado pela própria operadora. Fazer a troca ... ,Não respondida,31/10/2019, Curitiba 
mudaram meu plano sem meu consentimento e se negam retornar o que era, simplesmente ja faz quase seis meses que reclamo para que eles possam voltar ao meu antigo plano que era de creditos p... ,Não respondida,31/10/2019, São Paulo 
Mudança de plano abusiva, Boa noite Recebi uma ligação da oi dizendo que estava com uma atualização da linha para os clientes que já eram ... ,Não respondida,31/10/2019, Salvador 
